Date,State,Confirmed Cases,Cases on Admission,Discharged Cases,Deaths
6/22/2020,Cross River,0,0,0,0
6/22/2020,Lagos,8864,7290,1448,126
6/22/2020,Federal Capital Territory,1583,1063,490,30
6/22/2020,Kano,1190,421,718,51
6/22/2020,Oyo,988,688,291,9
6/22/2020,Rivers,930,490,409,31
6/22/2020,Edo,797,524,242,31
6/22/2020,Ogun,663,281,366,16
6/22/2020,Kaduna,600,282,308,10
6/22/2020,Delta,532,382,130,20
6/22/2020,Gombe,479,215,250,14
6/22/2020,Borno,476,78,367,31
6/22/2020,Bauchi,467,132,324,11
6/22/2020,Katsina,434,173,239,22
6/22/2020,Jigawa,317,120,191,6
6/22/2020,Ebonyi,264,41,222,1
6/22/2020,Plateau,253,116,131,6
6/22/2020,Imo,243,219,21,3
6/22/2020,Abia,232,136,93,3
6/22/2020,Kwara,200,72,122,6
6/22/2020,Nasarawa,193,93,94,6
6/22/2020,Bayelsa,177,137,29,11
6/22/2020,Ondo,154,81,56,17
6/22/2020,Enugu,144,110,29,5
6/22/2020,Sokoto,138,8,116,14
6/22/2020,Zamfara,76,0,71,5
6/22/2020,Kebbi,67,21,40,6
6/22/2020,Anambra,66,6,51,9
6/22/2020,Niger,66,26,37,3
6/22/2020,Akwa Ibom,65,20,43,2
6/22/2020,Osun,60,9,46,5
6/22/2020,Yobe,56,3,45,8
6/22/2020,Adamawa,45,3,37,5
6/22/2020,Benue,44,29,15,0
6/22/2020,Ekiti,35,5,28,2
6/22/2020,Taraba,18,8,10,0
6/22/2020,Kogi,3,3,0,0
7/1/2020,Cross River,0,0,0,0
7/1/2020,Lagos,10630,8891,1610,129
7/1/2020,Federal Capital Territory,1935,1313,588,34
7/1/2020,Oyo,1391,676,703,12
7/1/2020,Kano,1257,247,958,52
7/1/2020,Edo,1165,707,418,40
7/1/2020,Delta,1131,918,190,23
7/1/2020,Rivers,1088,402,648,38
7/1/2020,Ogun,869,241,609,19
7/1/2020,Kaduna,805,241,552,12
7/1/2020,Katsina,578,270,285,23
7/1/2020,Gombe,507,125,363,19
7/1/2020,Bauchi,505,32,461,12
7/1/2020,Borno,493,29,432,32
7/1/2020,Ebonyi,438,78,357,3
7/1/2020,Plateau,382,175,197,10
7/1/2020,Imo,352,296,50,6
7/1/2020,Enugu,327,192,126,9
7/1/2020,Ondo,325,196,110,19
7/1/2020,Abia,320,110,207,3
7/1/2020,Jigawa,318,1,308,9
7/1/2020,Kwara,235,91,135,9
7/1/2020,Bayelsa,234,114,105,15
7/1/2020,Nasarawa,213,92,113,8
7/1/2020,Sokoto,151,17,119,15
7/1/2020,Osun,127,74,48,5
7/1/2020,Niger,116,64,45,7
7/1/2020,Akwa Ibom,86,30,54,2
7/1/2020,Adamawa,84,31,47,6
7/1/2020,Kebbi,81,16,58,7
7/1/2020,Zamfara,76,0,71,5
7/1/2020,Anambra,73,7,57,9
7/1/2020,Benue,65,34,30,1
7/1/2020,Yobe,61,5,48,8
7/1/2020,Ekiti,43,1,40,2
7/1/2020,Taraba,19,9,10,0
7/1/2020,Kogi,4,4,0,0
6/30/2020,Cross River,0,0,0,0
6/30/2020,Lagos,10510,8779,1603,128
6/30/2020,Federal Capital Territory,1870,1267,570,33
6/30/2020,Oyo,1380,672,696,12
6/30/2020,Kano,1216,233,931,52
6/30/2020,Edo,1105,778,288,39
6/30/2020,Rivers,1056,396,622,38
6/30/2020,Delta,965,752,190,23
6/30/2020,Ogun,826,236,571,19
6/30/2020,Kaduna,766,222,532,12
6/30/2020,Katsina,557,249,285,23
6/30/2020,Bauchi,503,34,449,12
6/30/2020,Gombe,503,132,352,19
6/30/2020,Borno,493,39,422,32
6/30/2020,Ebonyi,438,78,357,3
6/30/2020,Plateau,382,175,197,10
6/30/2020,Imo,332,286,40,6
6/30/2020,Jigawa,318,5,307,6
6/30/2020,Abia,310,100,207,3
6/30/2020,Ondo,292,102,171,19
6/30/2020,Enugu,261,182,73,6
6/30/2020,Kwara,217,80,131,6
6/30/2020,Nasarawa,213,92,113,8
6/30/2020,Bayelsa,205,91,100,14
6/30/2020,Sokoto,151,17,119,15
6/30/2020,Osun,127,74,48,5
6/30/2020,Niger,116,72,37,7
6/30/2020,Akwa Ibom,86,30,54,2
6/30/2020,Adamawa,84,31,47,6
6/30/2020,Kebbi,79,14,58,7
6/30/2020,Zamfara,76,0,71,5
6/30/2020,Anambra,73,7,57,9
6/30/2020,Benue,59,28,30,1
6/30/2020,Yobe,59,3,48,8
6/30/2020,Ekiti,43,12,29,2
6/30/2020,Taraba,19,9,10,0
6/30/2020,Kogi,4,4,0,0
6/29/2020,Cross River,0,0,0,0
6/29/2020,Lagos,10310,8590,1593,127
6/29/2020,Federal Capital Territory,1818,1216,570,32
6/29/2020,Oyo,1372,674,686,12
6/29/2020,Kano,1211,256,904,51
6/29/2020,Rivers,1056,413,605,38
6/29/2020,Edo,986,670,280,36
6/29/2020,Delta,965,752,190,23
6/29/2020,Ogun,807,219,570,18
6/29/2020,Kaduna,714,224,478,12
6/29/2020,Katsina,551,259,270,22
6/29/2020,Gombe,503,134,350,19
6/29/2020,Bauchi,500,49,439,12
6/29/2020,Borno,491,37,422,32
6/29/2020,Ebonyi,438,91,344,3
6/29/2020,Plateau,371,182,180,9
6/29/2020,Imo,318,273,40,5
6/29/2020,Jigawa,317,120,191,6
6/29/2020,Abia,302,92,207,3
6/29/2020,Ondo,276,168,89,19
6/29/2020,Enugu,261,192,63,6
6/29/2020,Kwara,217,83,128,6
6/29/2020,Nasarawa,213,92,113,8
6/29/2020,Bayelsa,198,86,100,12
6/29/2020,Sokoto,151,18,118,15
6/29/2020,Osun,124,72,47,5
6/29/2020,Akwa Ibom,86,30,54,2
6/29/2020,Adamawa,84,31,47,6
6/29/2020,Niger,84,44,37,3
6/29/2020,Zamfara,76,0,71,5
6/29/2020,Kebbi,76,28,42,6
6/29/2020,Anambra,73,7,57,9
6/29/2020,Benue,59,28,30,1
6/29/2020,Yobe,59,3,48,8
6/29/2020,Ekiti,43,12,29,2
6/29/2020,Taraba,19,9,10,0
6/29/2020,Kogi,4,4,0,0
6/28/2020,Cross River,0,0,0,0
6/28/2020,Lagos,10144,8426,1592,126
6/28/2020,Federal Capital Territory,1792,1202,558,32
6/28/2020,Oyo,1306,789,506,11
6/28/2020,Kano,1200,283,866,51
6/28/2020,Rivers,1056,434,584,38
6/28/2020,Edo,962,650,277,35
6/28/2020,Delta,912,700,190,22
6/28/2020,Ogun,782,225,539,18
6/28/2020,Kaduna,703,242,449,12
6/28/2020,Katsina,549,260,267,22
6/28/2020,Bauchi,500,41,439,12
6/28/2020,Gombe,492,130,346,16
6/28/2020,Borno,486,36,418,32
6/28/2020,Ebonyi,395,50,342,3
6/28/2020,Plateau,337,172,156,9
6/28/2020,Jigawa,317,120,191,6
6/28/2020,Imo,303,261,38,4
6/28/2020,Abia,302,92,207,3
6/28/2020,Enugu,261,205,50,6
6/28/2020,Ondo,244,136,89,19
6/28/2020,Kwara,217,83,128,6
6/28/2020,Nasarawa,206,86,112,8
6/28/2020,Bayelsa,185,76,97,12
6/28/2020,Sokoto,151,18,118,15
6/28/2020,Osun,116,64,47,5
6/28/2020,Akwa Ibom,86,30,54,2
6/28/2020,Adamawa,84,40,38,6
6/28/2020,Niger,84,44,37,3
6/28/2020,Kebbi,76,28,42,6
6/28/2020,Zamfara,76,0,71,5
6/28/2020,Anambra,71,5,57,9
6/28/2020,Yobe,59,3,48,8
6/28/2020,Benue,47,31,15,1
6/28/2020,Ekiti,43,12,29,2
6/28/2020,Taraba,19,9,10,0
6/28/2020,Kogi,4,4,0,0
6/27/2020,Cross River,0,0,0,0
6/27/2020,Lagos,10026,8370,1530,126
6/27/2020,Federal Capital Territory,1736,1154,550,32
6/27/2020,Oyo,1305,788,506,11
6/27/2020,Kano,1195,309,835,51
6/27/2020,Rivers,1050,438,574,38
6/27/2020,Edo,933,633,267,33
6/27/2020,Delta,828,636,170,22
6/27/2020,Ogun,774,218,539,17
6/27/2020,Kaduna,703,268,423,12
6/27/2020,Katsina,528,239,267,22
6/27/2020,Bauchi,497,53,424,12
6/27/2020,Gombe,492,132,344,16
6/27/2020,Borno,486,36,418,32
6/27/2020,Ebonyi,327,69,257,1
6/27/2020,Jigawa,317,120,191,6
6/27/2020,Abia,302,126,173,3
6/27/2020,Plateau,298,134,156,8
6/27/2020,Imo,290,249,38,3
6/27/2020,Enugu,258,208,44,6
6/27/2020,Ondo,232,142,71,19
6/27/2020,Kwara,217,83,128,6
6/27/2020,Nasarawa,206,86,112,8
6/27/2020,Bayelsa,184,117,55,12
6/27/2020,Sokoto,151,18,118,15
6/27/2020,Osun,108,56,47,5
6/27/2020,Niger,84,44,37,3
6/27/2020,Akwa Ibom,83,38,43,2
6/27/2020,Kebbi,76,28,42,6
6/27/2020,Zamfara,76,0,71,5
6/27/2020,Adamawa,73,30,37,6
6/27/2020,Anambra,71,5,57,9
6/27/2020,Yobe,59,3,48,8
6/27/2020,Benue,47,31,15,1
6/27/2020,Ekiti,43,13,28,2
6/27/2020,Taraba,19,9,10,0
6/27/2020,Kogi,3,3,0,0
6/26/2020,Cross River,0,0,0,0
6/26/2020,Lagos,9741,8140,1475,126
6/26/2020,Federal Capital Territory,1676,1126,518,32
6/26/2020,Oyo,1264,748,506,10
6/26/2020,Kano,1191,322,818,51
6/26/2020,Rivers,982,408,536,38
6/26/2020,Edo,873,573,267,33
6/26/2020,Delta,781,589,170,22
6/26/2020,Ogun,756,241,498,17
6/26/2020,Kaduna,684,354,320,10
6/26/2020,Katsina,528,239,267,22
6/26/2020,Bauchi,497,61,424,12
6/26/2020,Gombe,487,142,329,16
6/26/2020,Borno,477,58,387,32
6/26/2020,Jigawa,317,120,191,6
6/26/2020,Plateau,298,134,156,8
6/26/2020,Abia,297,121,173,3
6/26/2020,Ebonyi,285,37,247,1
6/26/2020,Imo,278,242,33,3
6/26/2020,Kwara,217,83,128,6
6/26/2020,Ondo,216,127,70,19
6/26/2020,Enugu,202,160,37,5
6/26/2020,Nasarawa,198,78,112,8
6/26/2020,Bayelsa,184,131,41,12
6/26/2020,Sokoto,140,7,118,15
6/26/2020,Osun,106,54,47,5
6/26/2020,Niger,84,44,37,3
6/26/2020,Akwa Ibom,83,38,43,2
6/26/2020,Zamfara,76,0,71,5
6/26/2020,Adamawa,73,30,37,6
6/26/2020,Anambra,71,5,57,9
6/26/2020,Kebbi,71,23,42,6
6/26/2020,Yobe,56,3,45,8
6/26/2020,Benue,47,31,15,1
6/26/2020,Ekiti,40,10,28,2
6/26/2020,Taraba,19,9,10,0
6/26/2020,Kogi,3,3,0,0
6/25/2020,Cross River,0,0,0,0
6/25/2020,Lagos,9482,7881,1475,126
6/25/2020,Federal Capital Territory,1656,1110,514,32
6/25/2020,Kano,1191,347,793,51
6/25/2020,Oyo,1188,842,337,9
6/25/2020,Rivers,936,427,473,36
6/25/2020,Edo,851,562,257,32
6/25/2020,Ogun,733,263,453,17
6/25/2020,Delta,715,534,159,22
6/25/2020,Kaduna,668,346,312,10
6/25/2020,Bauchi,493,103,378,12
6/25/2020,Gombe,482,149,317,16
6/25/2020,Borno,477,58,387,32
6/25/2020,Katsina,459,170,267,22
6/25/2020,Jigawa,317,120,191,6
6/25/2020,Plateau,294,130,156,8
6/25/2020,Abia,288,112,173,3
6/25/2020,Imo,269,243,23,3
6/25/2020,Ebonyi,264,41,222,1
6/25/2020,Kwara,217,83,128,6
6/25/2020,Ondo,206,120,67,19
6/25/2020,Enugu,202,160,37,5
6/25/2020,Nasarawa,198,78,112,8
6/25/2020,Bayelsa,184,131,41,12
6/25/2020,Sokoto,140,8,118,14
6/25/2020,Niger,84,44,37,3
6/25/2020,Osun,84,32,47,5
6/25/2020,Akwa Ibom,83,38,43,2
6/25/2020,Zamfara,76,0,71,5
6/25/2020,Adamawa,73,30,37,6
6/25/2020,Kebbi,71,23,42,6
6/25/2020,Anambra,70,4,57,9
6/25/2020,Yobe,56,3,45,8
6/25/2020,Benue,47,31,15,1
6/25/2020,Ekiti,38,8,28,2
6/25/2020,Taraba,19,9,10,0
6/25/2020,Kogi,3,3,0,0
6/24/2020,Cross River,0,0,0,0
6/24/2020,Lagos,9323,7739,1458,126
6/24/2020,Federal Capital Territory,1622,1095,497,30
6/24/2020,Kano,1191,366,774,51
6/24/2020,Oyo,1155,854,292,9
6/24/2020,Rivers,930,441,454,35
6/24/2020,Edo,817,532,253,32
6/24/2020,Ogun,721,253,451,17
6/24/2020,Kaduna,635,317,308,10
6/24/2020,Delta,609,428,159,22
6/24/2020,Bauchi,488,108,368,12
6/24/2020,Gombe,482,164,302,16
6/24/2020,Borno,477,70,376,31
6/24/2020,Katsina,434,173,239,22
6/24/2020,Jigawa,317,120,191,6
6/24/2020,Plateau,293,137,148,8
6/24/2020,Abia,280,104,173,3
6/24/2020,Ebonyi,264,41,222,1
6/24/2020,Imo,247,223,21,3
6/24/2020,Kwara,217,83,128,6
6/24/2020,Nasarawa,193,73,112,8
6/24/2020,Bayelsa,184,131,41,12
6/24/2020,Enugu,174,138,31,5
6/24/2020,Ondo,162,78,67,17
6/24/2020,Sokoto,140,8,118,14
6/24/2020,Akwa Ibom,83,38,43,2
6/24/2020,Niger,79,39,37,3
6/24/2020,Zamfara,76,0,71,5
6/24/2020,Osun,73,21,47,5
6/24/2020,Anambra,70,4,57,9
6/24/2020,Kebbi,67,21,40,6
6/24/2020,Adamawa,58,16,37,5
6/24/2020,Yobe,56,3,45,8
6/24/2020,Benue,47,31,15,1
6/24/2020,Ekiti,35,5,28,2
6/24/2020,Taraba,18,8,10,0
6/24/2020,Kogi,3,3,0,0
6/23/2020,Cross River,0,0,0,0
6/23/2020,Lagos,9073,7490,1457,126
6/23/2020,Federal Capital Territory,1605,1078,497,30
6/23/2020,Kano,1190,395,744,51
6/23/2020,Oyo,1055,755,291,9
6/23/2020,Rivers,930,455,440,35
6/23/2020,Edo,797,522,243,32
6/23/2020,Ogun,699,261,422,16
6/23/2020,Kaduna,608,290,308,10
6/23/2020,Delta,569,413,136,20
6/23/2020,Bauchi,482,124,347,11
6/23/2020,Gombe,479,186,278,15
6/23/2020,Borno,477,70,376,31
6/23/2020,Katsina,434,173,239,22
6/23/2020,Jigawa,317,120,191,6
6/23/2020,Ebonyi,264,41,222,1
6/23/2020,Plateau,253,98,148,7
6/23/2020,Abia,252,156,93,3
6/23/2020,Imo,246,222,21,3
6/23/2020,Kwara,200,72,122,6
6/23/2020,Nasarawa,193,93,94,6
6/23/2020,Bayelsa,177,126,40,11
6/23/2020,Ondo,162,86,59,17
6/23/2020,Enugu,160,124,31,5
6/23/2020,Sokoto,138,8,116,14
6/23/2020,Zamfara,76,0,71,5
6/23/2020,Kebbi,67,21,40,6
6/23/2020,Osun,67,16,46,5
6/23/2020,Anambra,66,6,51,9
6/23/2020,Niger,66,26,37,3
6/23/2020,Akwa Ibom,65,20,43,2
6/23/2020,Yobe,56,3,45,8
6/23/2020,Benue,47,31,15,1
6/23/2020,Adamawa,45,3,37,5
6/23/2020,Ekiti,35,5,28,2
6/23/2020,Taraba,18,8,10,0
6/23/2020,Kogi,3,3,0,0
6/21/2020,Cross River,0,0,0,0
6/21/2020,Lagos,8576,7006,1444,126
6/21/2020,Federal Capital Territory,1567,1051,486,30
6/21/2020,Kano,1190,428,712,50
6/21/2020,Oyo,912,621,282,9
6/21/2020,Rivers,874,452,391,31
6/21/2020,Edo,784,556,197,31
6/21/2020,Ogun,646,270,361,15
6/21/2020,Kaduna,580,268,302,10
6/21/2020,Delta,501,360,124,17
6/21/2020,Borno,468,75,362,31
6/21/2020,Bauchi,464,129,324,11
6/21/2020,Gombe,451,191,246,14
6/21/2020,Katsina,426,171,233,22
6/21/2020,Jigawa,317,120,191,6
6/21/2020,Plateau,251,120,125,6
6/21/2020,Ebonyi,234,97,137,0
6/21/2020,Imo,234,210,21,3
6/21/2020,Abia,222,126,93,3
6/21/2020,Nasarawa,184,90,88,6
6/21/2020,Kwara,180,52,122,6
6/21/2020,Bayelsa,169,130,29,10
6/21/2020,Enugu,144,110,29,5
6/21/2020,Sokoto,135,6,115,14
6/21/2020,Ondo,134,75,42,17
6/21/2020,Zamfara,76,0,71,5
6/21/2020,Kebbi,67,21,40,6
6/21/2020,Anambra,66,6,51,9
6/21/2020,Niger,66,26,37,3
6/21/2020,Akwa Ibom,65,20,43,2
6/21/2020,Osun,60,9,46,5
6/21/2020,Yobe,56,3,45,8
6/21/2020,Adamawa,45,3,37,5
6/21/2020,Benue,44,29,15,0
6/21/2020,Ekiti,35,5,28,2
6/21/2020,Taraba,18,8,10,0
6/21/2020,Kogi,3,3,0,0
6/20/2020,Cross River,0,0,0,0
6/20/2020,Lagos,8407,6848,1436,123
6/20/2020,Federal Capital Territory,1549,1046,475,28
6/20/2020,Kano,1184,422,712,50
6/20/2020,Rivers,866,480,356,30
6/20/2020,Oyo,860,569,282,9
6/20/2020,Edo,779,587,161,31
6/20/2020,Ogun,623,250,358,15
6/20/2020,Kaduna,552,256,286,10
6/20/2020,Delta,501,360,124,17
6/20/2020,Borno,466,82,353,31
6/20/2020,Gombe,451,211,226,14
6/20/2020,Bauchi,447,114,322,11
6/20/2020,Katsina,426,171,233,22
6/20/2020,Jigawa,317,120,191,6
6/20/2020,Ebonyi,234,97,137,0
6/20/2020,Abia,221,125,93,3
6/20/2020,Plateau,220,101,114,5
6/20/2020,Imo,205,181,21,3
6/20/2020,Nasarawa,184,90,88,6
6/20/2020,Kwara,180,52,122,6
6/20/2020,Bayelsa,155,117,29,9
6/20/2020,Sokoto,135,6,115,14
6/20/2020,Ondo,134,76,42,16
6/20/2020,Enugu,126,92,29,5
6/20/2020,Zamfara,76,0,71,5
6/20/2020,Kebbi,67,21,40,6
6/20/2020,Anambra,66,6,51,9
6/20/2020,Niger,66,31,33,2
6/20/2020,Akwa Ibom,65,23,40,2
6/20/2020,Yobe,56,3,45,8
6/20/2020,Osun,54,4,46,4
6/20/2020,Adamawa,42,1,37,4
6/20/2020,Benue,39,27,12,0
6/20/2020,Ekiti,34,4,28,2
6/20/2020,Taraba,18,8,10,0
6/20/2020,Kogi,3,3,0,0
6/19/2020,Cross River,0,0,0,0
6/19/2020,Lagos,8177,6664,1405,108
6/19/2020,Federal Capital Territory,1489,992,469,28
6/19/2020,Kano,1182,425,707,50
6/19/2020,Oyo,809,519,281,9
6/19/2020,Edo,748,556,161,31
6/19/2020,Rivers,739,408,304,27
6/19/2020,Ogun,623,250,358,15
6/19/2020,Kaduna,527,231,286,10
6/19/2020,Borno,465,92,342,31
6/19/2020,Gombe,451,218,220,13
6/19/2020,Bauchi,447,114,322,11
6/19/2020,Katsina,426,171,233,22
6/19/2020,Delta,418,282,119,17
6/19/2020,Jigawa,317,120,191,6
6/19/2020,Ebonyi,234,97,137,0
6/19/2020,Abia,221,125,93,3
6/19/2020,Plateau,207,88,114,5
6/19/2020,Imo,205,181,21,3
6/19/2020,Nasarawa,181,97,78,6
6/19/2020,Kwara,180,52,122,6
6/19/2020,Sokoto,135,6,115,14
6/19/2020,Ondo,128,70,42,16
6/19/2020,Bayelsa,128,90,29,9
6/19/2020,Enugu,126,93,28,5
6/19/2020,Zamfara,76,0,71,5
6/19/2020,Kebbi,67,27,34,6
6/19/2020,Anambra,66,6,51,9
6/19/2020,Niger,66,31,33,2
6/19/2020,Akwa Ibom,65,23,40,2
6/19/2020,Yobe,56,3,45,8
6/19/2020,Osun,54,5,45,4
6/19/2020,Adamawa,42,1,37,4
6/19/2020,Benue,39,27,12,0
6/19/2020,Ekiti,32,4,26,2
6/19/2020,Taraba,18,8,10,0
6/19/2020,Kogi,3,3,0,0
6/18/2020,Cross River,0,0,0,0
6/18/2020,Lagos,7896,6406,1382,108
6/18/2020,Federal Capital Territory,1451,1021,402,28
6/18/2020,Kano,1170,414,706,50
6/18/2020,Oyo,764,474,281,9
6/18/2020,Edo,729,538,160,31
6/18/2020,Rivers,721,407,288,26
6/18/2020,Ogun,586,215,356,15
6/18/2020,Kaduna,513,217,286,10
6/18/2020,Borno,464,101,333,30
6/18/2020,Gombe,447,243,191,13
6/18/2020,Bauchi,438,105,322,11
6/18/2020,Katsina,426,171,233,22
6/18/2020,Delta,400,279,104,17
6/18/2020,Jigawa,317,121,190,6
6/18/2020,Ebonyi,234,97,137,0
6/18/2020,Imo,205,181,21,3
6/18/2020,Plateau,186,67,114,5
6/18/2020,Nasarawa,178,98,74,6
6/18/2020,Kwara,177,71,100,6
6/18/2020,Abia,173,153,20,0
6/18/2020,Sokoto,135,6,115,14
6/18/2020,Bayelsa,111,80,28,3
6/18/2020,Ondo,105,48,42,15
6/18/2020,Enugu,95,62,28,5
6/18/2020,Zamfara,76,0,71,5
6/18/2020,Kebbi,67,27,34,6
6/18/2020,Anambra,66,13,44,9
6/18/2020,Niger,66,31,33,2
6/18/2020,Yobe,56,3,45,8
6/18/2020,Osun,51,2,45,4
6/18/2020,Akwa Ibom,48,6,40,2
6/18/2020,Adamawa,42,1,37,4
6/18/2020,Benue,36,25,11,0
6/18/2020,Ekiti,30,4,24,2
6/18/2020,Taraba,18,8,10,0
6/18/2020,Kogi,3,3,0,0
6/17/2020,Cross River,0,0,0,0
6/17/2020,Lagos,7616,6186,1323,107
6/17/2020,Federal Capital Territory,1391,972,391,28
6/17/2020,Kano,1160,414,696,50
6/17/2020,Rivers,696,397,273,26
6/17/2020,Edo,695,510,154,31
6/17/2020,Oyo,661,410,242,9
6/17/2020,Ogun,586,257,315,14
6/17/2020,Kaduna,490,194,286,10
6/17/2020,Borno,457,111,316,30
6/17/2020,Gombe,443,260,171,12
6/17/2020,Bauchi,430,131,288,11
6/17/2020,Katsina,414,159,233,22
6/17/2020,Delta,367,255,95,17
6/17/2020,Jigawa,317,121,190,6
6/17/2020,Plateau,186,67,114,5
6/17/2020,Nasarawa,177,97,74,6
6/17/2020,Abia,173,153,20,0
6/17/2020,Kwara,172,69,98,5
6/17/2020,Ebonyi,162,36,126,0
6/17/2020,Imo,159,135,21,3
6/17/2020,Sokoto,133,16,103,14
6/17/2020,Bayelsa,111,80,28,3
6/17/2020,Enugu,93,60,28,5
6/17/2020,Ondo,89,34,41,14
6/17/2020,Zamfara,76,0,71,5
6/17/2020,Kebbi,67,27,34,6
6/17/2020,Anambra,66,32,25,9
6/17/2020,Niger,66,34,31,1
6/17/2020,Yobe,55,2,45,8
6/17/2020,Osun,50,5,41,4
6/17/2020,Akwa Ibom,48,28,18,2
6/17/2020,Adamawa,42,1,37,4
6/17/2020,Benue,36,25,11,0
6/17/2020,Ekiti,30,10,18,2
6/17/2020,Taraba,18,8,10,0
6/17/2020,Kogi,3,3,0,0
6/16/2020,Cross River,0,0,0,0
6/16/2020,Lagos,7461,6052,1302,107
6/16/2020,Federal Capital Territory,1324,910,386,28
6/16/2020,Kano,1158,445,663,50
6/16/2020,Rivers,631,362,244,25
6/16/2020,Edo,620,445,150,25
6/16/2020,Oyo,605,355,242,8
6/16/2020,Ogun,574,305,255,14
6/16/2020,Kaduna,472,192,270,10
6/16/2020,Borno,445,122,293,30
6/16/2020,Gombe,441,273,156,12
6/16/2020,Bauchi,430,172,247,11
6/16/2020,Katsina,414,159,233,22
6/16/2020,Jigawa,317,133,178,6
6/16/2020,Delta,317,224,76,17
6/16/2020,Nasarawa,177,103,68,6
6/16/2020,Abia,173,153,20,0
6/16/2020,Kwara,168,66,98,4
6/16/2020,Plateau,168,57,106,5
6/16/2020,Ebonyi,162,78,84,0
6/16/2020,Imo,159,135,21,3
6/16/2020,Sokoto,132,15,103,14
6/16/2020,Bayelsa,86,55,28,3
6/16/2020,Ondo,82,38,35,9
6/16/2020,Zamfara,76,0,71,5
6/16/2020,Enugu,76,44,27,5
6/16/2020,Anambra,66,32,25,9
6/16/2020,Niger,66,34,31,1
6/16/2020,Kebbi,66,29,31,6
6/16/2020,Yobe,55,2,45,8
6/16/2020,Osun,50,5,41,4
6/16/2020,Akwa Ibom,48,28,18,2
6/16/2020,Adamawa,42,1,37,4
6/16/2020,Benue,36,25,11,0
6/16/2020,Ekiti,30,10,18,2
6/16/2020,Taraba,18,8,10,0
6/16/2020,Kogi,3,3,0,0
6/15/2020,Cross River,0,0,0,0
6/15/2020,Lagos,7319,6100,1137,82
6/15/2020,Federal Capital Territory,1264,858,380,26
6/15/2020,Kano,1158,482,626,50
6/15/2020,Edo,620,445,150,25
6/15/2020,Rivers,592,347,222,23
6/15/2020,Oyo,575,326,242,7
6/15/2020,Ogun,567,298,255,14
6/15/2020,Kaduna,446,167,269,10
6/15/2020,Borno,439,123,287,29
6/15/2020,Gombe,430,262,156,12
6/15/2020,Bauchi,422,167,244,11
6/15/2020,Katsina,414,173,219,22
6/15/2020,Jigawa,317,133,178,6
6/15/2020,Delta,280,187,76,17
6/15/2020,Nasarawa,177,103,68,6
6/15/2020,Abia,173,153,20,0
6/15/2020,Plateau,168,57,106,5
6/15/2020,Ebonyi,162,78,84,0
6/15/2020,Kwara,151,54,93,4
6/15/2020,Imo,136,113,20,3
6/15/2020,Sokoto,132,15,103,14
6/15/2020,Zamfara,76,0,71,5
6/15/2020,Ondo,72,31,32,9
6/15/2020,Anambra,66,39,18,9
6/15/2020,Niger,66,34,31,1
6/15/2020,Kebbi,66,29,31,6
6/15/2020,Enugu,57,26,26,5
6/15/2020,Yobe,55,2,45,8
6/15/2020,Osun,50,5,41,4
6/15/2020,Akwa Ibom,48,28,18,2
6/15/2020,Adamawa,42,4,34,4
6/15/2020,Benue,35,24,11,0
6/15/2020,Bayelsa,32,1,28,3
6/15/2020,Ekiti,30,10,18,2
6/15/2020,Taraba,18,8,10,0
6/15/2020,Kogi,3,3,0,0
6/14/2020,Cross River,0,0,0,0
6/14/2020,Lagos,7103,5884,1137,82
6/14/2020,Federal Capital Territory,1247,858,363,26
6/14/2020,Kano,1137,461,626,50
6/14/2020,Edo,580,408,147,25
6/14/2020,Ogun,559,314,231,14
6/14/2020,Oyo,507,284,216,7
6/14/2020,Rivers,489,256,211,22
6/14/2020,Kaduna,446,167,269,10
6/14/2020,Borno,438,137,272,29
6/14/2020,Katsina,414,173,219,22
6/14/2020,Gombe,410,242,156,12
6/14/2020,Bauchi,410,155,244,11
6/14/2020,Jigawa,317,133,178,6
6/14/2020,Delta,267,182,70,15
6/14/2020,Nasarawa,172,98,68,6
6/14/2020,Abia,166,146,20,0
6/14/2020,Ebonyi,162,78,84,0
6/14/2020,Plateau,156,45,106,5
6/14/2020,Kwara,150,66,80,4
6/14/2020,Imo,136,113,20,3
6/14/2020,Sokoto,132,15,103,14
6/14/2020,Zamfara,76,0,71,5
6/14/2020,Anambra,65,38,18,9
6/14/2020,Ondo,64,23,32,9
6/14/2020,Enugu,57,26,26,5
6/14/2020,Kebbi,57,22,29,6
6/14/2020,Niger,56,25,30,1
6/14/2020,Yobe,55,12,36,7
6/14/2020,Osun,50,5,41,4
6/14/2020,Akwa Ibom,48,28,18,2
6/14/2020,Adamawa,42,4,34,4
6/14/2020,Benue,34,23,11,0
6/14/2020,Bayelsa,32,3,26,3
6/14/2020,Ekiti,30,10,18,2
6/14/2020,Taraba,18,8,10,0
6/14/2020,Kogi,3,3,0,0
6/13/2020,Cross River,0,0,0,0
6/13/2020,Lagos,7035,5816,1137,82
6/13/2020,Federal Capital Territory,1212,826,360,26
6/13/2020,Kano,1091,442,599,50
6/13/2020,Ogun,553,308,231,14
6/13/2020,Edo,544,386,133,25
6/13/2020,Oyo,491,268,216,7
6/13/2020,Rivers,482,252,208,22
6/13/2020,Kaduna,429,170,249,10
6/13/2020,Borno,425,126,270,29
6/13/2020,Katsina,414,173,219,22
6/13/2020,Bauchi,410,155,244,11
6/13/2020,Gombe,337,186,139,12
