Date,State,Confirmed Cases,Cases on Admission,Discharged Cases,Deaths
5/19/2020,Ondo,20,4,15,1
5/19/2020,Ekiti,19,5,13,1
5/19/2020,Akwa Ibom,18,4,12,2
5/19/2020,Taraba,17,16,1,0
5/19/2020,Enugu,16,10,6,0
5/19/2020,Ebonyi,13,12,1,0
5/19/2020,Imo,7,0,7,0
5/19/2020,Bayelsa,7,2,5,0
5/19/2020,Abia,5,4,1,0
5/19/2020,Benue,5,5,0,0
5/19/2020,Anambra,5,4,1,0
5/18/2020,Cross River,0,0,0,0
5/18/2020,Kogi,0,0,0,0
5/18/2020,Lagos,2624,2030,556,38
5/18/2020,Kano,842,695,111,36
5/18/2020,Federal Capital Territory,422,305,108,9
5/18/2020,Katsina,281,239,29,13
5/18/2020,Borno,223,110,89,24
5/18/2020,Bauchi,222,134,83,5
5/18/2020,Jigawa,201,130,68,3
5/18/2020,Ogun,153,78,69,6
5/18/2020,Kaduna,145,85,57,3
5/18/2020,Oyo,137,86,47,4
5/18/2020,Gombe,134,40,92,2
5/18/2020,Sokoto,113,29,71,13
5/18/2020,Edo,108,68,35,5
5/18/2020,Zamfara,84,34,45,5
5/18/2020,Kwara,65,52,12,1
5/18/2020,Rivers,53,29,21,3
5/18/2020,Osun,42,7,31,4
5/18/2020,Plateau,35,24,10,1
5/18/2020,Yobe,32,28,3,1
5/18/2020,Kebbi,32,11,17,4
5/18/2020,Nasarawa,31,25,5,1
5/18/2020,Delta,27,10,12,5
5/18/2020,Niger,22,16,5,1
5/18/2020,Adamawa,21,8,13,0
5/18/2020,Ondo,20,6,13,1
5/18/2020,Ekiti,19,5,13,1
5/18/2020,Akwa Ibom,18,4,12,2
5/18/2020,Taraba,17,16,1,0
5/18/2020,Enugu,15,9,6,0
5/18/2020,Ebonyi,9,8,1,0
5/18/2020,Imo,7,5,2,0
5/18/2020,Bayelsa,6,1,5,0
5/18/2020,Anambra,5,4,1,0
5/18/2020,Benue,5,5,0,0
5/18/2020,Abia,5,4,1,0
5/17/2020,Cross River,0,0,0,0
5/17/2020,Kogi,0,0,0,0
5/17/2020,Lagos,2550,1958,556,36
5/17/2020,Kano,825,678,111,36
5/17/2020,Federal Capital Territory,418,303,108,7
5/17/2020,Katsina,248,207,29,12
5/17/2020,Bauchi,215,143,69,3
5/17/2020,Borno,215,111,81,23
5/17/2020,Jigawa,201,130,68,3
5/17/2020,Ogun,145,73,67,5
5/17/2020,Kaduna,142,84,55,3
5/17/2020,Gombe,126,34,90,2
5/17/2020,Oyo,118,67,47,4
5/17/2020,Sokoto,113,34,66,13
5/17/2020,Edo,95,55,35,5
5/17/2020,Zamfara,74,35,34,5
5/17/2020,Kwara,58,45,12,1
5/17/2020,Rivers,51,27,21,3
5/17/2020,Osun,42,7,31,4
5/17/2020,Plateau,35,24,10,1
5/17/2020,Yobe,32,28,3,1
5/17/2020,Kebbi,32,11,17,4
5/17/2020,Nasarawa,31,25,5,1
5/17/2020,Delta,27,10,12,5
5/17/2020,Niger,22,16,5,1
5/17/2020,Adamawa,21,10,11,0
5/17/2020,Ondo,20,6,13,1
5/17/2020,Ekiti,19,5,13,1
5/17/2020,Akwa Ibom,18,4,12,2
5/17/2020,Taraba,17,16,1,0
5/17/2020,Enugu,12,10,2,0
5/17/2020,Ebonyi,9,8,1,0
5/17/2020,Imo,7,5,2,0
5/17/2020,Bayelsa,6,1,5,0
5/17/2020,Anambra,5,4,1,0
5/17/2020,Benue,5,5,0,0
5/17/2020,Abia,5,4,1,0
5/16/2020,Cross River,0,0,0,0
5/16/2020,Kogi,0,0,0,0
5/16/2020,Lagos,2373,1796,541,36
5/16/2020,Kano,761,633,93,35
5/16/2020,Federal Capital Territory,397,282,108,7
5/16/2020,Katsina,239,198,29,12
5/16/2020,Bauchi,212,140,69,3
5/16/2020,Borno,212,144,46,22
5/16/2020,Jigawa,197,135,59,3
5/16/2020,Ogun,145,73,67,5
5/16/2020,Kaduna,138,80,55,3
5/16/2020,Gombe,124,32,90,2
5/16/2020,Sokoto,112,46,53,13
5/16/2020,Oyo,107,77,28,2
5/16/2020,Edo,95,55,35,5
5/16/2020,Zamfara,74,35,34,5
5/16/2020,Kwara,58,45,12,1
5/16/2020,Osun,42,7,31,4
5/16/2020,Rivers,35,11,21,3
5/16/2020,Yobe,32,28,3,1
5/16/2020,Nasarawa,31,25,5,1
5/16/2020,Kebbi,31,10,17,4
5/16/2020,Delta,25,12,9,4
5/16/2020,Niger,22,19,2,1
5/16/2020,Plateau,21,17,4,0
5/16/2020,Adamawa,21,10,11,0
5/16/2020,Ekiti,19,5,13,1
5/16/2020,Ondo,19,6,12,1
5/16/2020,Taraba,17,16,1,0
5/16/2020,Akwa Ibom,16,2,12,2
5/16/2020,Enugu,12,10,2,0
5/16/2020,Ebonyi,9,8,1,0
5/16/2020,Imo,7,5,2,0
5/16/2020,Bayelsa,6,1,5,0
5/16/2020,Benue,5,5,0,0
5/16/2020,Anambra,5,4,1,0
5/16/2020,Abia,2,1,1,0
5/15/2020,Cross River,0,0,0,0
5/15/2020,Kogi,0,0,0,0
5/15/2020,Lagos,2278,1701,541,36
5/15/2020,Kano,761,638,90,33
5/15/2020,Federal Capital Territory,386,291,88,7
5/15/2020,Katsina,239,198,29,12
5/15/2020,Bauchi,210,166,41,3
5/15/2020,Borno,204,140,44,20
5/15/2020,Jigawa,191,184,4,3
5/15/2020,Ogun,145,81,59,5
5/15/2020,Kaduna,134,78,53,3
5/15/2020,Gombe,124,32,90,2
5/15/2020,Sokoto,112,46,53,13
5/15/2020,Edo,93,61,27,5
5/15/2020,Oyo,76,46,28,2
5/15/2020,Zamfara,73,39,29,5
5/15/2020,Kwara,58,45,12,1
5/15/2020,Osun,42,8,30,4
5/15/2020,Rivers,33,20,10,3
5/15/2020,Yobe,32,28,3,1
5/15/2020,Kebbi,31,16,11,4
5/15/2020,Nasarawa,29,23,5,1
5/15/2020,Delta,25,12,9,4
5/15/2020,Plateau,21,17,4,0
5/15/2020,Adamawa,21,10,11,0
5/15/2020,Ekiti,19,5,13,1
5/15/2020,Ondo,19,7,11,1
5/15/2020,Taraba,17,16,1,0
5/15/2020,Akwa Ibom,16,2,12,2
5/15/2020,Niger,14,12,2,0
5/15/2020,Enugu,12,10,2,0
5/15/2020,Ebonyi,9,8,1,0
5/15/2020,Imo,7,5,2,0
5/15/2020,Bayelsa,6,3,3,0
5/15/2020,Benue,4,4,0,0
5/15/2020,Anambra,2,1,1,0
5/15/2020,Abia,2,1,1,0
5/14/2020,Cross River,0,0,0,0
5/14/2020,Kogi,0,0,0,0
5/14/2020,Lagos,2099,1525,541,33
5/14/2020,Kano,753,633,87,33
5/14/2020,Federal Capital Territory,379,290,82,7
5/14/2020,Katsina,224,183,29,12
5/14/2020,Bauchi,207,179,25,3
5/14/2020,Borno,191,151,20,20
5/14/2020,Jigawa,176,169,4,3
5/14/2020,Ogun,134,72,57,5
5/14/2020,Gombe,124,36,87,1
5/14/2020,Kaduna,114,94,17,3
5/14/2020,Sokoto,112,59,40,13
5/14/2020,Edo,92,60,27,5
5/14/2020,Oyo,73,55,16,2
5/14/2020,Zamfara,73,50,18,5
5/14/2020,Kwara,56,43,12,1
5/14/2020,Osun,42,8,30,4
5/14/2020,Rivers,33,25,5,3
5/14/2020,Yobe,32,28,3,1
5/14/2020,Kebbi,31,16,11,4
5/14/2020,Nasarawa,29,23,5,1
5/14/2020,Plateau,25,21,4,0
5/14/2020,Delta,22,9,9,4
5/14/2020,Adamawa,21,14,7,0
5/14/2020,Ondo,19,7,11,1
5/14/2020,Taraba,17,16,1,0
5/14/2020,Akwa Ibom,17,3,12,2
5/14/2020,Ekiti,15,5,9,1
5/14/2020,Enugu,12,10,2,0
5/14/2020,Niger,10,8,2,0
5/14/2020,Ebonyi,9,9,0,0
5/14/2020,Imo,7,5,2,0
5/14/2020,Bayelsa,6,3,3,0
5/14/2020,Benue,4,4,0,0
5/14/2020,Anambra,2,1,1,0
5/14/2020,Abia,2,1,1,0
5/13/2020,Cross River,0,0,0,0
5/13/2020,Kogi,0,0,0,0
5/13/2020,Lagos,2041,1480,528,33
5/13/2020,Kano,707,595,79,33
5/13/2020,Federal Capital Territory,370,291,72,7
5/13/2020,Katsina,224,188,25,11
5/13/2020,Bauchi,206,178,25,3
5/13/2020,Borno,188,152,20,16
5/13/2020,Jigawa,141,135,4,2
5/13/2020,Ogun,127,76,46,5
5/13/2020,Gombe,119,53,65,1
5/13/2020,Kaduna,116,96,17,3
5/13/2020,Sokoto,112,59,40,13
5/13/2020,Edo,89,59,26,4
5/13/2020,Zamfara,73,67,1,5
5/13/2020,Oyo,73,55,16,2
5/13/2020,Kwara,53,43,9,1
5/13/2020,Osun,42,8,30,4
5/13/2020,Rivers,33,25,5,3
5/13/2020,Kebbi,31,23,5,3
5/13/2020,Nasarawa,28,27,0,1
5/13/2020,Delta,22,13,6,3
5/13/2020,Adamawa,21,17,4,0
5/13/2020,Yobe,20,19,0,1
5/13/2020,Plateau,20,16,4,0
5/13/2020,Ondo,18,6,11,1
5/13/2020,Taraba,17,16,1,0
5/13/2020,Akwa Ibom,17,3,12,2
5/13/2020,Ekiti,15,5,9,1
5/13/2020,Enugu,12,10,2,0
5/13/2020,Niger,10,8,2,0
5/13/2020,Ebonyi,9,9,0,0
5/13/2020,Bayelsa,6,3,3,0
5/13/2020,Benue,4,4,0,0
5/13/2020,Imo,3,2,1,0
5/13/2020,Anambra,2,1,1,0
5/13/2020,Abia,2,1,1,0
5/12/2020,Cross River,0,0,0,0
5/12/2020,Kogi,0,0,0,0
5/12/2020,Lagos,1990,1455,502,33
5/12/2020,Kano,693,586,74,33
5/12/2020,Federal Capital Territory,360,288,65,7
5/12/2020,Katsina,208,179,18,11
5/12/2020,Bauchi,190,164,23,3
5/12/2020,Borno,188,160,12,16
5/12/2020,Ogun,127,76,46,5
5/12/2020,Gombe,119,65,53,1
5/12/2020,Jigawa,118,112,4,2
5/12/2020,Kaduna,111,91,17,3
5/12/2020,Sokoto,108,73,22,13
5/12/2020,Edo,88,71,13,4
5/12/2020,Zamfara,73,67,1,5
5/12/2020,Oyo,69,51,16,2
5/12/2020,Kwara,44,34,9,1
5/12/2020,Osun,39,5,30,4
5/12/2020,Kebbi,28,24,1,3
5/12/2020,Nasarawa,25,24,0,1
5/12/2020,Rivers,23,16,4,3
5/12/2020,Plateau,21,20,1,0
5/12/2020,Adamawa,21,17,4,0
5/12/2020,Yobe,20,19,0,1
5/12/2020,Delta,17,11,3,3
5/12/2020,Akwa Ibom,17,5,10,2
5/12/2020,Ondo,16,4,11,1
5/12/2020,Ekiti,15,5,9,1
5/12/2020,Taraba,15,14,1,0
5/12/2020,Enugu,11,9,2,0
5/12/2020,Niger,9,7,2,0
5/12/2020,Ebonyi,8,8,0,0
5/12/2020,Bayelsa,6,3,3,0
5/12/2020,Benue,4,4,0,0
5/12/2020,Imo,3,2,1,0
5/12/2020,Abia,2,1,1,0
5/12/2020,Anambra,1,0,1,0
5/11/2020,Cross River,0,0,0,0
5/11/2020,Kogi,0,0,0,0
5/11/2020,Lagos,1933,1398,502,33
5/11/2020,Kano,666,573,61,32
5/11/2020,Federal Capital Territory,359,302,53,4
5/11/2020,Katsina,205,179,16,10
5/11/2020,Borno,186,158,12,16
5/11/2020,Bauchi,182,174,7,1
5/11/2020,Ogun,126,82,39,5
5/11/2020,Jigawa,118,112,4,2
5/11/2020,Gombe,118,64,53,1
5/11/2020,Kaduna,111,91,17,3
5/11/2020,Sokoto,106,75,19,12
5/11/2020,Edo,79,62,13,4
5/11/2020,Zamfara,73,67,1,5
5/11/2020,Oyo,65,48,15,2
5/11/2020,Osun,39,5,30,4
5/11/2020,Kwara,34,24,9,1
5/11/2020,Nasarawa,25,23,0,2
5/11/2020,Kebbi,24,20,1,3
5/11/2020,Rivers,22,15,4,3
5/11/2020,Adamawa,21,17,4,0
5/11/2020,Plateau,19,18,1,0
5/11/2020,Akwa Ibom,17,5,10,2
5/11/2020,Delta,17,11,3,3
5/11/2020,Ondo,16,4,11,1
5/11/2020,Taraba,15,14,1,0
5/11/2020,Ekiti,15,5,9,1
5/11/2020,Yobe,13,12,0,1
5/11/2020,Enugu,10,8,2,0
5/11/2020,Ebonyi,7,7,0,0
5/11/2020,Niger,6,4,2,0
5/11/2020,Bayelsa,6,6,0,0
5/11/2020,Imo,3,2,1,0
5/11/2020,Benue,2,2,0,0
5/11/2020,Abia,2,1,1,0
5/11/2020,Anambra,1,0,1,0
5/10/2020,Cross River,0,0,0,0
5/10/2020,Kogi,0,0,0,0
5/10/2020,Lagos,1845,1343,469,33
5/10/2020,Kano,602,528,48,26
5/10/2020,Federal Capital Territory,356,297,53,6
5/10/2020,Borno,185,157,12,16
5/10/2020,Bauchi,181,174,6,1
5/10/2020,Katsina,156,130,16,10
5/10/2020,Jigawa,118,116,0,2
5/10/2020,Ogun,117,84,28,5
5/10/2020,Gombe,112,96,15,1
5/10/2020,Sokoto,106,81,13,12
5/10/2020,Kaduna,98,81,14,3
5/10/2020,Edo,79,62,13,4
5/10/2020,Zamfara,72,69,0,3
5/10/2020,Oyo,64,47,15,2
5/10/2020,Osun,39,5,30,4
5/10/2020,Kwara,34,24,9,1
5/10/2020,Nasarawa,25,23,0,2
5/10/2020,Kebbi,24,20,1,3
5/10/2020,Rivers,21,15,4,2
5/10/2020,Plateau,19,18,1,0
5/10/2020,Akwa Ibom,17,5,10,2
5/10/2020,Delta,17,11,3,3
5/10/2020,Adamawa,17,17,0,0
5/10/2020,Ekiti,15,10,4,1
5/10/2020,Ondo,15,9,6,0
5/10/2020,Taraba,15,14,1,0
5/10/2020,Yobe,13,12,0,1
5/10/2020,Enugu,10,8,2,0
5/10/2020,Ebonyi,7,7,0,0
5/10/2020,Niger,6,4,2,0
5/10/2020,Bayelsa,6,6,0,0
5/10/2020,Imo,3,2,1,0
5/10/2020,Benue,2,2,0,0
5/10/2020,Abia,2,1,1,0
5/10/2020,Anambra,1,0,1,0
5/9/2020,Cross River,0,0,0,0
5/9/2020,Kogi,0,0,0,0
5/9/2020,Lagos,1764,1283,448,33
5/9/2020,Kano,576,528,30,18
5/9/2020,Federal Capital Territory,343,250,85,8
5/9/2020,Bauchi,161,154,6,1
5/9/2020,Borno,159,144,0,15
5/9/2020,Katsina,156,138,9,9
5/9/2020,Ogun,115,83,28,4
5/9/2020,Gombe,110,95,15,0
5/9/2020,Kaduna,98,81,14,3
5/9/2020,Sokoto,96,77,10,9
5/9/2020,Jigawa,83,82,0,1
5/9/2020,Edo,67,51,12,4
5/9/2020,Zamfara,65,62,0,3
5/9/2020,Oyo,64,48,14,2
5/9/2020,Osun,38,4,30,4
5/9/2020,Kwara,30,20,9,1
5/9/2020,Nasarawa,25,23,0,2
5/9/2020,Rivers,21,15,4,2
5/9/2020,Kebbi,20,18,0,2
5/9/2020,Delta,17,11,3,3
5/9/2020,Akwa Ibom,17,5,10,2
5/9/2020,Plateau,17,16,1,0
5/9/2020,Adamawa,17,17,0,0
5/9/2020,Taraba,15,15,0,0
5/9/2020,Ondo,15,9,6,0
5/9/2020,Yobe,13,12,0,1
5/9/2020,Ekiti,13,8,4,1
5/9/2020,Enugu,10,8,2,0
5/9/2020,Ebonyi,7,7,0,0
5/9/2020,Niger,6,4,2,0
5/9/2020,Bayelsa,5,5,0,0
5/9/2020,Imo,3,2,1,0
5/9/2020,Benue,2,2,0,0
5/9/2020,Abia,2,1,1,0
5/9/2020,Anambra,1,0,1,0
5/8/2020,Cross River,0,0,0,0
5/8/2020,Kogi,0,0,0,0
5/8/2020,Lagos,1667,1186,448,33
5/8/2020,Kano,547,509,20,18
5/8/2020,Federal Capital Territory,336,292,40,4
5/8/2020,Borno,142,128,0,14
5/8/2020,Katsina,137,120,9,8
5/8/2020,Bauchi,117,110,6,1
5/8/2020,Ogun,113,81,28,4
5/8/2020,Gombe,110,100,10,0
5/8/2020,Kaduna,95,79,14,2
5/8/2020,Sokoto,93,80,4,9
5/8/2020,Jigawa,83,82,0,1
5/8/2020,Edo,67,51,12,4
5/8/2020,Zamfara,65,62,0,3
5/8/2020,Oyo,59,43,14,2
5/8/2020,Osun,38,4,30,4
5/8/2020,Nasarawa,25,24,0,1
5/8/2020,Kwara,24,15,9,0
5/8/2020,Rivers,21,15,4,2
5/8/2020,Kebbi,18,18,0,0
5/8/2020,Delta,17,11,3,3
5/8/2020,Akwa Ibom,17,5,10,2
5/8/2020,Adamawa,15,15,0,0
5/8/2020,Taraba,15,15,0,0
5/8/2020,Ondo,15,9,6,0
5/8/2020,Plateau,15,14,1,0
5/8/2020,Yobe,13,12,0,1
5/8/2020,Ekiti,12,7,4,1
5/8/2020,Enugu,10,8,2,0
5/8/2020,Ebonyi,7,7,0,0
5/8/2020,Niger,6,4,2,0
5/8/2020,Bayelsa,5,5,0,0
5/8/2020,Imo,3,2,1,0
5/8/2020,Benue,2,2,0,0
5/8/2020,Abia,2,1,1,0
5/8/2020,Anambra,1,0,1,0
5/7/2020,Cross River,0,0,0,0
5/7/2020,Kogi,0,0,0,0
5/7/2020,Lagos,1491,1052,406,33
5/7/2020,Kano,482,450,19,13
5/7/2020,Federal Capital Territory,316,272,40,4
5/7/2020,Borno,125,111,0,14
5/7/2020,Gombe,109,109,0,0
5/7/2020,Katsina,106,89,9,8
5/7/2020,Bauchi,102,96,6,0
5/7/2020,Ogun,100,80,18,2
5/7/2020,Kaduna,92,77,14,1
5/7/2020,Sokoto,89,80,1,8
5/7/2020,Jigawa,83,82,0,1
5/7/2020,Edo,65,51,10,4
5/7/2020,Zamfara,65,62,0,3
5/7/2020,Oyo,55,42,11,2
5/7/2020,Osun,37,3,30,4
5/7/2020,Kwara,24,16,8,0
5/7/2020,Kebbi,18,18,0,0
5/7/2020,Rivers,17,13,2,2
5/7/2020,Akwa Ibom,17,5,10,2
5/7/2020,Delta,17,12,2,3
5/7/2020,Taraba,15,15,0,0
5/7/2020,Adamawa,15,15,0,0
5/7/2020,Yobe,13,12,0,1
5/7/2020,Ondo,13,7,6,0
5/7/2020,Ekiti,12,9,2,1
5/7/2020,Nasarawa,11,10,0,1
5/7/2020,Enugu,9,7,2,0
5/7/2020,Niger,6,5,1,0
5/7/2020,Plateau,5,4,1,0
5/7/2020,Bayelsa,5,5,0,0
5/7/2020,Ebonyi,5,5,0,0
5/7/2020,Benue,2,2,0,0
5/7/2020,Imo,2,1,1,0
5/7/2020,Abia,2,1,1,0
5/7/2020,Anambra,1,0,1,0
5/6/2020,Cross River,0,0,0,0
5/6/2020,Kogi,0,0,0,0
5/6/2020,Lagos,1308,920,358,30
5/6/2020,Kano,427,408,6,13
5/6/2020,Federal Capital Territory,316,272,40,4
5/6/2020,Borno,116,102,0,14
5/6/2020,Gombe,103,103,0,0
5/6/2020,Katsina,95,79,8,8
5/6/2020,Ogun,95,75,18,2
5/6/2020,Kaduna,85,74,10,1
5/6/2020,Sokoto,85,76,1,8
5/6/2020,Bauchi,83,77,6,0
5/6/2020,Edo,65,51,10,4
5/6/2020,Oyo,52,39,11,2
5/6/2020,Zamfara,46,44,0,2
5/6/2020,Jigawa,39,38,0,1
5/6/2020,Osun,37,3,30,4
5/6/2020,Kebbi,18,18,0,0
5/6/2020,Delta,17,12,2,3
5/6/2020,Akwa Ibom,16,4,10,2
5/6/2020,Kwara,16,8,8,0
5/6/2020,Taraba,15,15,0,0
5/6/2020,Adamawa,15,15,0,0
5/6/2020,Rivers,14,10,2,2
5/6/2020,Yobe,13,12,0,1
5/6/2020,Ondo,13,7,6,0
5/6/2020,Ekiti,12,9,2,1
5/6/2020,Nasarawa,11,10,0,1
5/6/2020,Enugu,8,6,2,0
5/6/2020,Bayelsa,5,5,0,0
5/6/2020,Ebonyi,5,5,0,0
5/6/2020,Plateau,4,4,0,0
5/6/2020,Niger,4,3,1,0
5/6/2020,Benue,2,2,0,0
5/6/2020,Imo,2,1,1,0
5/6/2020,Abia,2,1,1,0
5/6/2020,Anambra,1,0,1,0
5/5/2020,Cross River,0,0,0,0
5/5/2020,Kogi,0,0,0,0
5/5/2020,Lagos,1226,875,321,30
5/5/2020,Kano,397,383,3,11
5/5/2020,Federal Capital Territory,307,264,40,3
5/5/2020,Borno,106,92,0,14
5/5/2020,Gombe,98,98,0,0
5/5/2020,Katsina,92,78,6,8
5/5/2020,Ogun,91,77,12,2
5/5/2020,Kaduna,84,73,10,1
5/5/2020,Bauchi,83,77,6,0
5/5/2020,Sokoto,67,58,1,8
5/5/2020,Edo,65,51,10,4
5/5/2020,Oyo,44,33,9,2
5/5/2020,Jigawa,39,38,0,1
5/5/2020,Osun,37,3,30,4
5/5/2020,Zamfara,27,26,0,1
5/5/2020,Delta,17,13,2,2
5/5/2020,Akwa Ibom,16,4,10,2
5/5/2020,Kwara,16,8,8,0
5/5/2020,Taraba,15,15,0,0
5/5/2020,Rivers,14,10,2,2
5/5/2020,Adamawa,14,14,0,0
5/5/2020,Yobe,13,12,0,1
5/5/2020,Ondo,13,10,3,0
5/5/2020,Kebbi,13,13,0,0
5/5/2020,Ekiti,12,9,2,1
5/5/2020,Nasarawa,11,10,0,1
5/5/2020,Enugu,8,6,2,0
5/5/2020,Bayelsa,5,5,0,0
5/5/2020,Ebonyi,5,5,0,0
5/5/2020,Plateau,4,4,0,0
5/5/2020,Niger,4,3,1,0
5/5/2020,Benue,2,2,0,0
5/5/2020,Imo,2,1,1,0
5/5/2020,Abia,2,1,1,0
5/5/2020,Anambra,1,0,1,0
5/4/2020,Cross River,0,0,0,0
5/4/2020,Kogi,0,0,0,0
5/4/2020,Lagos,1183,899,254,30
5/4/2020,Kano,365,350,7,8
5/4/2020,Federal Capital Territory,297,254,40,3
5/4/2020,Borno,100,86,0,14
5/4/2020,Gombe,96,96,0,0
5/4/2020,Ogun,85,71,12,2
5/4/2020,Katsina,83,70,6,7
5/4/2020,Kaduna,81,70,10,1
5/4/2020,Bauchi,80,74,6,0
5/4/2020,Sokoto,66,57,1,8
5/4/2020,Edo,62,48,10,4
5/4/2020,Oyo,39,28,9,2
5/4/2020,Jigawa,39,38,0,1
5/4/2020,Osun,37,3,30,4
5/4/2020,Delta,17,13,2,2
5/4/2020,Akwa Ibom,16,4,10,2
5/4/2020,Kwara,16,8,8,0
5/4/2020,Rivers,14,10,2,2
5/4/2020,Yobe,13,12,0,1
5/4/2020,Ondo,13,10,3,0
5/4/2020,Zamfara,13,12,0,1
5/4/2020,Ekiti,12,9,2,1
5/4/2020,Adamawa,12,12,0,0
5/4/2020,Kebbi,12,12,0,0
5/4/2020,Nasarawa,11,11,0,0
5/4/2020,Enugu,8,6,2,0
5/4/2020,Taraba,8,8,0,0
5/4/2020,Ebonyi,5,5,0,0
5/4/2020,Bayelsa,5,5,0,0
5/4/2020,Niger,4,3,1,0
5/4/2020,Plateau,3,3,0,0
5/4/2020,Abia,2,1,1,0
5/4/2020,Benue,2,2,0,0
5/4/2020,Imo,2,2,0,0
5/4/2020,Anambra,1,0,1,0
5/3/2020,Cross River,0,0,0,0
5/3/2020,Kogi,0,0,0,0
5/3/2020,Lagos,1107,830,247,30
5/3/2020,Kano,342,329,7,6
5/3/2020,Federal Capital Territory,278,235,40,3
5/3/2020,Gombe,96,96,0,0
5/3/2020,Borno,82,70,0,12
5/3/2020,Kaduna,81,72,8,1
5/3/2020,Ogun,80,68,10,2
5/3/2020,Bauchi,71,65,6,0
5/3/2020,Sokoto,66,57,1,8
5/3/2020,Edo,52,39,10,3
5/3/2020,Katsina,46,33,6,7
5/3/2020,Osun,36,11,22,3
5/3/2020,Oyo,34,23,9,2
5/3/2020,Delta,17,11,4,2
5/3/2020,Akwa Ibom,16,4,10,2
5/3/2020,Kwara,16,8,8,0
5/3/2020,Rivers,14,10,2,2
5/3/2020,Yobe,13,12,0,1
5/3/2020,Ondo,13,10,3,0
5/3/2020,Kebbi,12,12,0,0
5/3/2020,Nasarawa,12,12,0,0
5/3/2020,Zamfara,12,11,0,1
5/3/2020,Ekiti,11,8,2,1
5/3/2020,Enugu,8,6,2,0
5/3/2020,Taraba,8,8,0,0
5/3/2020,Jigawa,7,6,0,1
5/3/2020,Adamawa,6,6,0,0
5/3/2020,Bayelsa,5,5,0,0
5/3/2020,Ebonyi,5,5,0,0
5/3/2020,Plateau,3,3,0,0
5/3/2020,Niger,3,2,1,0
5/3/2020,Imo,2,2,0,0
5/3/2020,Abia,2,1,1,0
5/3/2020,Anambra,1,0,1,0
5/3/2020,Benue,1,1,0,0
5/2/2020,Cross River,0,0,0,0
5/2/2020,Kogi,0,0,0,0
5/2/2020,Lagos,1066,811,225,30
5/2/2020,Kano,313,307,0,6
5/2/2020,Federal Capital Territory,266,227,36,3
5/2/2020,Gombe,96,96,0,0
5/2/2020,Borno,75,64,0,11
5/2/2020,Kaduna,66,59,6,1
5/2/2020,Ogun,56,46,8,2
5/2/2020,Sokoto,54,45,1,8
5/2/2020,Bauchi,53,47,6,0
5/2/2020,Edo,52,39,10,3
5/2/2020,Katsina,40,28,6,6
5/2/2020,Osun,36,15,18,3
5/2/2020,Oyo,33,22,9,2
5/2/2020,Delta,17,11,4,2
5/2/2020,Akwa Ibom,16,4,10,2
5/2/2020,Kwara,16,14,2,0
5/2/2020,Rivers,14,10,2,2
5/2/2020,Yobe,13,12,0,1
5/2/2020,Ondo,13,10,3,0
5/2/2020,Kebbi,12,12,0,0
5/2/2020,Zamfara,12,11,0,1
5/2/2020,Ekiti,11,8,2,1
5/2/2020,Nasarawa,9,9,0,0
5/2/2020,Enugu,8,6,2,0
5/2/2020,Taraba,8,8,0,0
5/2/2020,Jigawa,7,6,0,1
5/2/2020,Bayelsa,5,5,0,0
5/2/2020,Ebonyi,5,5,0,0
5/2/2020,Adamawa,4,4,0,0
5/2/2020,Plateau,3,3,0,0
5/2/2020,Niger,3,3,0,0
5/2/2020,Imo,2,2,0,0
5/2/2020,Abia,2,2,0,0
5/2/2020,Anambra,1,0,1,0
5/2/2020,Benue,1,1,0,0
5/1/2020,Cross River,0,0,0,0
5/1/2020,Kogi,0,0,0,0
5/1/2020,Lagos,1006,753,225,28
5/1/2020,Kano,311,308,0,3
5/1/2020,Federal Capital Territory,214,175,36,3
5/1/2020,Gombe,92,92,0,0
5/1/2020,Borno,69,63,0,6
5/1/2020,Ogun,56,47,8,1
5/1/2020,Bauchi,48,42,6,0
5/1/2020,Edo,47,34,10,3
5/1/2020,Sokoto,41,33,1,7
5/1/2020,Katsina,40,32,6,2
5/1/2020,Kaduna,35,28,6,1
5/1/2020,Osun,34,13,18,3
5/1/2020,Oyo,29,18,9,2
5/1/2020,Delta,17,11,4,2
5/1/2020,Akwa Ibom,16,4,10,2
5/1/2020,Kwara,14,12,2,0
5/1/2020,Rivers,14,10,2,2
5/1/2020,Ondo,13,10,3,0
5/1/2020,Ekiti,11,8,2,1
5/1/2020,Zamfara,9,8,0,1
5/1/2020,Taraba,8,8,0,0
5/1/2020,Jigawa,7,6,0,1
5/1/2020,Nasarawa,7,7,0,0
5/1/2020,Bayelsa,5,5,0,0
5/1/2020,Yobe,4,4,0,0
5/1/2020,Enugu,4,2,2,0
5/1/2020,Adamawa,4,4,0,0
5/1/2020,Niger,3,3,0,0
5/1/2020,Ebonyi,3,3,0,0
5/1/2020,Imo,2,2,0,0
5/1/2020,Abia,2,2,0,0
5/1/2020,Kebbi,2,2,0,0
5/1/2020,Anambra,1,0,1,0
5/1/2020,Plateau,1,1,0,0
5/1/2020,Benue,1,1,0,0
4/30/2020,Cross River,0,0,0,0
4/30/2020,Kogi,0,0,0,0
4/30/2020,Adamawa,2,2,0,0
4/30/2020,Lagos,976,756,199,21
4/30/2020,Federal Capital Territory,178,139,36,3
4/30/2020,Kano,219,216,0,3
